"Position","Track Name","Artist","Streams","URL","Date","Region"
"4","Havana","Camila Cabello","8492","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-08-23","hk"
"5","Shape of You","Ed Sheeran","8306","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-08-23","hk"
"6","2U (feat. Justin Bieber)","David Guetta","8290","https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M","2017-08-23","hk"
"7","New Rules","Dua Lipa","8199","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-08-23","hk"
"8","Attention","Charlie Puth","8009","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2017-08-23","hk"
"9","Sorry Not Sorry","Demi Lovato","7676","https://open.spotify.com/track/25C5CowdsfXld2jJanbiex","2017-08-23","hk"
"10","Feels","Calvin Harris","7603","https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke","2017-08-23","hk"
"11","Strip That Down","Liam Payne","7154","https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ","2017-08-23","hk"
"12","Something Just Like This","The Chainsmokers","6998","https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","2017-08-23","hk"
"13","Without You (feat. Sandro Cavazza)","Avicii","6767","https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE","2017-08-23","hk"
"14","Lonely Together (feat. Rita Ora)","Avicii","6703","https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab","2017-08-23","hk"
"15","Mama","Jonas Blue","6671","https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w","2017-08-23","hk"
"16","I'm the One","DJ Khaled","6524","https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817","2017-08-23","hk"
"17","Silence","Marshmello","6031","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-08-23","hk"
"18","There for You","Martin Garrix","5999","https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y","2017-08-23","hk"
"19","Glorious (feat. Skylar Grey)","Macklemore","5710","https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR","2017-08-23","hk"
"20","Mi Gente","J Balvin","5607","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2017-08-23","hk"
"21","Wild Thoughts","DJ Khaled","5509","https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi","2017-08-23","hk"
"22","I Like Me Better","Lauv","5505","https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9","2017-08-23","hk"
"23","長相廝守","ToNick","5499","https://open.spotify.com/track/3VSFri2BxieCG7RtuxFMXr","2017-08-23","hk"
"24","Unforgettable","French Montana","5494","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-08-23","hk"
"25","Your Song","Rita Ora","5493","https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5","2017-08-23","hk"
"26","There's Nothing Holdin' Me Back","Shawn Mendes","5255","https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu","2017-08-23","hk"
"27","Thunder","Imagine Dragons","5062","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-08-23","hk"
"28","Fetish (feat. Gucci Mane)","Selena Gomez","4956","https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq","2017-08-23","hk"
"29","Young Dumb & Broke","Khalid","4939","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-08-23","hk"
"30","Symphony (feat. Zara Larsson)","Clean Bandit","4894","https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8","2017-08-23","hk"
"31","Slow Hands","Niall Horan","4722","https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh","2017-08-23","hk"
"32","驗傷","Janice Vidal","4695","https://open.spotify.com/track/2SLjuVYSrcUhZmpBokuupj","2017-08-23","hk"
"33","Rich Love (with Seeb)","OneRepublic","4687","https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD","2017-08-23","hk"
"34","More Than You Know","Axwell /\ Ingrosso","4653","https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs","2017-08-23","hk"
"35","哪裡只得我共你","Dear Jane","4263","https://open.spotify.com/track/6oHNXUrt4s5JJIM1WoOwsZ","2017-08-23","hk"
"36","演員","Joker Xue","4259","https://open.spotify.com/track/6LunoYd3xpZ19sICOXS8Xd","2017-08-23","hk"
"37","Closer","The Chainsmokers","4119","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-08-23","hk"
"38","原來只因深愛著","JW","4043","https://open.spotify.com/track/2raLh7W9GwFgJNeKoSPEJN","2017-08-23","hk"
"39","Despacito (Featuring Daddy Yankee)","Luis Fonsi","4037","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-08-23","hk"
"40","We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth","3955","https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV","2017-08-23","hk"
"41","經過一些秋與冬","Dear Jane","3906","https://open.spotify.com/track/4pw59ml6lY3WnP90tfyDGP","2017-08-23","hk"
"42","No Promises (feat. Demi Lovato)","Cheat Codes","3874","https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW","2017-08-23","hk"
"43","你是你本身的傳奇","Charmaine Fong","3846","https://open.spotify.com/track/5uMkdWf1H6JEcpcdnPOSZM","2017-08-23","hk"
"44","That's What I Like","Bruno Mars","3831","https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU","2017-08-23","hk"
"45","Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann","3825","https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR","2017-08-23","hk"
"46","分手總約在雨天","Charmaine Fong","3806","https://open.spotify.com/track/4F58voptx3uo1bNiJ6i1P9","2017-08-23","hk"
"47","Praying","Kesha","3666","https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA","2017-08-23","hk"
"48","風箏","Supper Moment","3543","https://open.spotify.com/track/6NBREJ4ZZX9sOOMw2OO8Nv","2017-08-23","hk"
"49","Most Girls","Hailee Steinfeld","3450","https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ","2017-08-23","hk"
"50","Stay (with Alessia Cara)","Zedd","3446","https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g","2017-08-23","hk"
"51","XO TOUR Llif3","Lil Uzi Vert","3439","https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq","2017-08-23","hk"
"52","What About Us","P!nk","3259","https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv","2017-08-23","hk"
"53","時光機","Terence Siufay","3254","https://open.spotify.com/track/53lFtfrl5Of2Hkr5eiNscQ","2017-08-23","hk"
"54","As If It's Your Last","BLACKPINK","3091","https://open.spotify.com/track/7LJjWqhqK594nN7qJzLVXE","2017-08-23","hk"
"55","霸氣情歌","Jason Chan","3048","https://open.spotify.com/track/7nb08JYf3x84KDvrjZc0Rm","2017-08-23","hk"
"56","Photograph","Ed Sheeran","3023","https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy","2017-08-23","hk"
"57","Believer","Imagine Dragons","3018","https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6","2017-08-23","hk"
"58","你瞞我瞞","Jason Chan","3007","https://open.spotify.com/track/1eId3TVzGrwv73YAWAVQMX","2017-08-23","hk"
"59","Faded","Alan Walker","2999","https://open.spotify.com/track/7gHs73wELdeycvS48JfIos","2017-08-23","hk"
"60","Would You Ever","Skrillex","2995","https://open.spotify.com/track/57p8CBvPOxrvyCbn6ttl5r","2017-08-23","hk"
"61","Bank Account","21 Savage","2945","https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s","2017-08-23","hk"
"62","Super Far","LANY","2877","https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E","2017-08-23","hk"
"63","百年不合","Pakho Chau","2869","https://open.spotify.com/track/0euGAAHr3mQyhVKgq0mM5d","2017-08-23","hk"
"64","獨一無二","AGA","2862","https://open.spotify.com/track/1EiEkNCO1maB0Rl3XQ5f6A","2017-08-23","hk"
"65","別來無恙","Jason Chan","2822","https://open.spotify.com/track/2wgF570uODvVSxfd8o3eRf","2017-08-23","hk"
"66","必殺技 - Live","Leo Ku","2815","https://open.spotify.com/track/7oPrKydZ1xLIFXzjHLUGE5","2017-08-23","hk"
"67","無條件","Eason Chan","2780","https://open.spotify.com/track/1ccNLIJMQxsTleaULYWwZD","2017-08-23","hk"
"68","你,好不好? - Ending Theme Song of TVBS Series ""Life List""","Eric Chou","2724","https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS","2017-08-23","hk"
"69","沒有你, 我甚麼都不是","Jason Chan","2691","https://open.spotify.com/track/1zlUxL11eVVjPSPSI7tIjQ","2017-08-23","hk"
"70","Get Low (with Liam Payne)","Zedd","2685","https://open.spotify.com/track/1CKd1PnqfYx0H12V9MSaIY","2017-08-23","hk"
"71","告白氣球","Jay Chou","2671","https://open.spotify.com/track/1ivCIgrYZyE0BvItL4Z8lk","2017-08-23","hk"
"72","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","2651","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0","2017-08-23","hk"
"73","Why","Sabrina Carpenter","2649","https://open.spotify.com/track/2jYmK1cb3Uya6FFsocdpzO","2017-08-23","hk"
"74","Say You Won't Let Go","James Arthur","2633","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-08-23","hk"
"75","後來的我們","Mayday","2623","https://open.spotify.com/track/0qepAQsUGIzofBj82iP17C","2017-08-23","hk"
"76","HUMBLE.","Kendrick Lamar","2605","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2017-08-23","hk"
"77","命硬","Justin Lo","2603","https://open.spotify.com/track/331aol4yMUVA93MsVBZV9R","2017-08-23","hk"
"78","幸福之歌","Supper Moment","2595","https://open.spotify.com/track/1Us7HBNaxMEaS4W5IUK882","2017-08-23","hk"
"79","只知感覺失了蹤","Dear Jane","2573","https://open.spotify.com/track/5V7K0PneTnNe6GRwE7EFN8","2017-08-23","hk"
"80","Love Yourself","Justin Bieber","2506","https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT","2017-08-23","hk"
"81","囍帖街","Kay Tse","2494","https://open.spotify.com/track/0Ye5Yf1jxFArVcNwkXwUjQ","2017-08-23","hk"
"82","All My Love (feat. Conor Maynard)","Cash Cash","2489","https://open.spotify.com/track/1839RWzPRZCVgvamu4sHSN","2017-08-23","hk"
"83","Feel It Still","Portugal. The Man","2471","https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK","2017-08-23","hk"
"84","Galway Girl","Ed Sheeran","2438","https://open.spotify.com/track/0afhq8XCExXpqazXczTSve","2017-08-23","hk"
"85","無盡","Supper Moment","2437","https://open.spotify.com/track/6TNz79kvUVVQSM2EhZQVq8","2017-08-23","hk"
"86","It Ain't Me (with Selena Gomez)","Kygo","2430","https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe","2017-08-23","hk"
"87","OMG","Camila Cabello","2427","https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp","2017-08-23","hk"
"88","明年今日","Eason Chan","2374","https://open.spotify.com/track/4UD5xrQI4nKftCje1y5Te9","2017-08-23","hk"
"89","不該","Jay Chou","2369","https://open.spotify.com/track/7LyCtbxher5m97MImn5M3l","2017-08-23","hk"
"90","羅生門","Juno Mak","2368","https://open.spotify.com/track/7gMJDavVEw4jDdFp0RNFP6","2017-08-23","hk"
"91","不意外的意外","Shiga Lin","2353","https://open.spotify.com/track/3CoGevydk4kvJ37rZ9HpCS","2017-08-23","hk"
"92","Paris","The Chainsmokers","2347","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG","2017-08-23","hk"
"93","那些你很冒險的夢","JJ Lin","2340","https://open.spotify.com/track/5kZDxLcbqglZ2yYXg4Mkjc","2017-08-23","hk"
"94","野孩子","Miriam Yeung","2338","https://open.spotify.com/track/2pYSB4jUkWDmoZqfJUKV0g","2017-08-23","hk"
"95","Bodak Yellow","Cardi B","2326","https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM","2017-08-23","hk"
"96","難得一遇","Phil Lam","2326","https://open.spotify.com/track/0gKNqldG2cL6UZGCre4rAj","2017-08-23","hk"
"97","無賴","Ronald Cheng","2319","https://open.spotify.com/track/1zAFaIAd1kek5IEi5AwPvL","2017-08-23","hk"
"98","Down","Fifth Harmony","2310","https://open.spotify.com/track/7LEydI5NfjY6mZfKwYIptZ","2017-08-23","hk"
"99","男人信什麼","JW","2303","https://open.spotify.com/track/3UoE9yooLyk1fwVfNoLlgf","2017-08-23","hk"
"100","春秋","Hins Cheung","2298","https://open.spotify.com/track/1W3mTAGO3ecMb1xWb5lnNO","2017-08-23","hk"
"101","以後別做朋友","Eric Chou","2279","https://open.spotify.com/track/7zyYmIdjqqiX6kLryb7QBx","2017-08-23","hk"
"102","First Time","Kygo","2264","https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr","2017-08-23","hk"
"103","矛盾一生","JW","2256","https://open.spotify.com/track/4oR1PEGsAhLCQSFPd1fQ6X","2017-08-23","hk"
"104","Thinking Out Loud","Ed Sheeran","2252","https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg","2017-08-23","hk"
"105","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo","2246","https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF","2017-08-23","hk"
"106","Kong","Justin Lo","2227","https://open.spotify.com/track/5hQwJOWx41wiWH305GT7pf","2017-08-23","hk"
"107","請你愛我 - 電影 : 原諒他77次 主題曲","Charlene Choi","2225","https://open.spotify.com/track/6wCdaGGHgkdLqzyNMLey27","2017-08-23","hk"
"108","1-800-273-8255","Logic","2225","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2017-08-23","hk"
"109","Butterfly Effect","Travis Scott","2222","https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX","2017-08-23","hk"
"110","不許你注定一人","Dear Jane","2212","https://open.spotify.com/track/0B2fMb8KALZeoFbRv7m3iE","2017-08-23","hk"
"111","思覺失調","Wilfred Lau","2209","https://open.spotify.com/track/3H9gYJcdtqeUiM8WX8YrZz","2017-08-23","hk"
"112","耿耿於懷","Juno Mak","2208","https://open.spotify.com/track/027DJzimsjm1M1hflEWLnv","2017-08-23","hk"
"113","天敵","Janice Vidal","2199","https://open.spotify.com/track/1iZvTeOXaLf9sE3FowtbG9","2017-08-23","hk"
"114","Congratulations","Post Malone","2187","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-08-23","hk"
"115","安全感","JW","2173","https://open.spotify.com/track/07nLIslzbG6oEtVejXxMw2","2017-08-23","hk"
"116","Scared to Be Lonely","Martin Garrix","2117","https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH","2017-08-23","hk"
"117","當我想起你 (feat. 張志明)","Yue Chun Giu","2079","https://open.spotify.com/track/1S4ykPzZZL6Yr8XdrCWAND","2017-08-23","hk"
"118","Not Mine","Miquela","2054","https://open.spotify.com/track/7JGtJqhhjYCD4hqY8thjkL","2017-08-23","hk"
"119","Crying in the Club","Camila Cabello","2041","https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev","2017-08-23","hk"
"120","Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer","2036","https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH","2017-08-23","hk"
"121","Issues","Julia Michaels","2010","https://open.spotify.com/track/0xG0SHshCStMEyNbNC5d4k","2017-08-23","hk"
"122","Let Me Love You","DJ Snake","2005","https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m","2017-08-23","hk"
"123","月球下的人","Gin Lee","2002","https://open.spotify.com/track/3eugNE3gCkZL4DXU9nKeB2","2017-08-23","hk"
"124","說散就散","JC","1975","https://open.spotify.com/track/3CE1HoJJ0FVKo7JHsWIuvC","2017-08-23","hk"
"125","Don't Let Me Down","The Chainsmokers","1970","https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm","2017-08-23","hk"
"126","突然一生人","Ivana Wong","1954","https://open.spotify.com/track/4hlQ99WLcKibOJLLHL3KL3","2017-08-23","hk"
"127","不為誰而作的歌","JJ Lin","1943","https://open.spotify.com/track/0VqSdtXseb9khdZrnYVyM1","2017-08-23","hk"
"128","Tired","Alan Walker","1916","https://open.spotify.com/track/3b5Li4QKDVBx1x7fQuu54a","2017-08-23","hk"
"129","撫心自問","Yanki Din","1915","https://open.spotify.com/track/4oFQGQd8YBpoF9C33jYS55","2017-08-23","hk"
"130","Treat You Better","Shawn Mendes","1903","https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd","2017-08-23","hk"
"131","Perfect","Ed Sheeran","1903","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-08-23","hk"
"132","突然好想你","Mayday","1895","https://open.spotify.com/track/3mTmGzRwgPPqLSi7Smvkxt","2017-08-23","hk"
"133","好心好報 - 合唱","Alex Fong","1895","https://open.spotify.com/track/5RWTkdVC1ty7bMB6oqAlwh","2017-08-23","hk"
"134","根 (feat. 2868)","Alfred Hui","1864","https://open.spotify.com/track/5qHBW0JE5hE3Uq5Vlu4gP9","2017-08-23","hk"
"135","差半步","Janice Vidal","1861","https://open.spotify.com/track/5BP29JomsR6Ovsw3VHUxwp","2017-08-23","hk"
"136","Marmalade (feat. Lil Yachty)","Macklemore","1850","https://open.spotify.com/track/0RYXEibxMami3QuT8kn4Iz","2017-08-23","hk"
"137","Bad Liar","Selena Gomez","1850","https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23","2017-08-23","hk"
"138","Text Ur Number (feat. DJ Sliink & Fetty Wap)","DJ Envy","1812","https://open.spotify.com/track/62FbLMpG27j0z43nd1Hs2I","2017-08-23","hk"
"139","說好的幸福呢","Jay Chou","1791","https://open.spotify.com/track/6W2tmkeuHKaedHhdTPnyVs","2017-08-23","hk"
"140","Versace On The Floor","Bruno Mars","1785","https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP","2017-08-23","hk"
"141","死亡之吻","Kelvin Kwan","1782","https://open.spotify.com/track/67f09zM6QBNsHrwdpbQMVq","2017-08-23","hk"
"142","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","1781","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW","2017-08-23","hk"
"143","Stay With You","Cheat Codes","1764","https://open.spotify.com/track/7q8jJ1XZEliBakZSUMFde5","2017-08-23","hk"
"144","她說","JJ Lin","1760","https://open.spotify.com/track/632VyMrvhsHIsO4zq9khts","2017-08-23","hk"
"145","Castle on the Hill","Ed Sheeran","1748","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT","2017-08-23","hk"
"146","See You Again (feat. Charlie Puth) - From ""Furious 7""","Wiz Khalifa","1744","https://open.spotify.com/track/6IcrwGdIvRsrImOnoYfG9Z","2017-08-23","hk"
"147","Cold Water (feat. Justin Bieber & MØ)","Major Lazer","1741","https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p","2017-08-23","hk"
"148","Sorry","Justin Bieber","1739","https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ","2017-08-23","hk"
"149","陪著你走 (合唱版)","Vincent Wong","1735","https://open.spotify.com/track/3x4cfYsYLrrTwS9JZAzUdC","2017-08-23","hk"
"150","如果青春不會有盡頭","Feanna Wong","1728","https://open.spotify.com/track/72j15oMVDLusdKJQf8BIRO","2017-08-23","hk"
"151","The Way I Are (Dance With Somebody) [feat. Lil Wayne]","Bebe Rexha","1724","https://open.spotify.com/track/6Pw3Gvw4wNMZfTYZa6IQal","2017-08-23","hk"
"152","Sugar","Maroon 5","1722","https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5","2017-08-23","hk"
"153","do re mi (feat. Gucci Mane)","blackbear","1716","https://open.spotify.com/track/53mrVsi49rLHIaKBiSvElG","2017-08-23","hk"
"154","Starving","Hailee Steinfeld","1713","https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe","2017-08-23","hk"
"155","Let Her Go","Passenger","1706","https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h","2017-08-23","hk"
"156","Sober","Cheat Codes","1705","https://open.spotify.com/track/4LSkEJ5P5MV0y3PZqw7guJ","2017-08-23","hk"
"157","淘汰(國)","Eason Chan","1693","https://open.spotify.com/track/5RVsofiRRT48I9YAsexK8e","2017-08-23","hk"
"158","Complicated (feat. Kiiara)","Dimitri Vegas & Like Mike","1665","https://open.spotify.com/track/1Sl3njkhhz8nrSPZroDQ82","2017-08-23","hk"
"159","Summer Air","ItaloBrothers","1660","https://open.spotify.com/track/3GPI7hYiqD6enLRobhkBm8","2017-08-23","hk"
"160","Love Galore","SZA","1655","https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs","2017-08-23","hk"
"161","男藍","蔡一傑","1638","https://open.spotify.com/track/7JgrXsz6iboJVRliq5KWyA","2017-08-23","hk"
"162","Now Or Never","Halsey","1634","https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8","2017-08-23","hk"
"163","One Call Away","Charlie Puth","1631","https://open.spotify.com/track/6vSforRhuzsA0D0SO9fG1S","2017-08-23","hk"
"164","Boys","Charli XCX","1625","https://open.spotify.com/track/5o4yGlG0PfeVUa6ClIyOxq","2017-08-23","hk"
"165","永不失聯的愛 [原創概念版]","Eric Chou","1608","https://open.spotify.com/track/21NmnwPP8SHKyVtjvubGSs","2017-08-23","hk"
"166","失落沙洲","LaLa Hsu","1606","https://open.spotify.com/track/4vBoopG4WzohMju1GUmwoi","2017-08-23","hk"
"167","24K Magic","Bruno Mars","1604","https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P","2017-08-23","hk"
"168","讓我留在你身邊","Eason Chan","1596","https://open.spotify.com/track/07MNtfddtgCo6VrUm3O9dw","2017-08-23","hk"
"169","The Scientist","Coldplay","1585","https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle","2017-08-23","hk"
"170","The Cure","Lady Gaga","1583","https://open.spotify.com/track/51PIvodunv6NmX5250zxAh","2017-08-23","hk"
"171","Wait","Martin Jensen","1583","https://open.spotify.com/track/5XiZK7m9PLppgIzJBpw2x5","2017-08-23","hk"
"172","Location","Khalid","1582","https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif","2017-08-23","hk"
"173","近在千里 (feat. 衛蘭)","Pakho Chau","1579","https://open.spotify.com/track/7I2sj52bMH3jOqQtn2Rg3R","2017-08-23","hk"
"174","晴天","Jay Chou","1575","https://open.spotify.com/track/0F02KChKwbcQ3tk4q1YxLH","2017-08-23","hk"
"175","Can I Be Him","James Arthur","1551","https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX","2017-08-23","hk"
"176","Alone","Alan Walker","1548","https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p","2017-08-23","hk"
"177","Counting Stars","OneRepublic","1544","https://open.spotify.com/track/5edBgVtRD0fvWk140Sl21T","2017-08-23","hk"
"178","可惜沒如果","JJ Lin","1539","https://open.spotify.com/track/6WoQzK5Exbfcmow1AoNRkl","2017-08-23","hk"
"179","Reminding Me","Shawn Hook","1537","https://open.spotify.com/track/4gqMQftUs22F8pOGVn5Acr","2017-08-23","hk"
"180","明明就","Jay Chou","1535","https://open.spotify.com/track/04x6DpeFQ72efXsD0DmWPQ","2017-08-23","hk"
"181","歲月如歌","Eason Chan","1531","https://open.spotify.com/track/3xSCLxQ5YLyW9ae76m0sPB","2017-08-23","hk"
"182","Starboy","The Weeknd","1530","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2017-08-23","hk"
"183","麻煩你","Joey Yung","1523","https://open.spotify.com/track/4cjQlDvr2Zy1a1pCTHQWVa","2017-08-23","hk"
"184","木紋","Denise Ho","1495","https://open.spotify.com/track/1MlFD4KiaEoT1TnRzAsXGU","2017-08-23","hk"
"185","Two High","Moon Taxi","1493","https://open.spotify.com/track/3sJHkcxojoJD2Ytbo1yLLF","2017-08-23","hk"
"186","PLAYING WITH FIRE - KR Ver.","BLACKPINK","1489","https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy","2017-08-23","hk"
"187","Redbone","Childish Gambino","1484","https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y","2017-08-23","hk"
"188","One Last Time","Ariana Grande","1482","https://open.spotify.com/track/7bJwvubZZaoGE1AGEfu8Fi","2017-08-23","hk"
"189","The Night We Met","Lord Huron","1482","https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK","2017-08-23","hk"
"190","What Do You Mean?","Justin Bieber","1480","https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI","2017-08-23","hk"
"191","Energetic","Wanna One","1465","https://open.spotify.com/track/3CEs5Jnov3YkmYn0Vezrcr","2017-08-23","hk"
"192","無法一吻","sp'ACE","1462","https://open.spotify.com/track/6tlhigGqyuLvSSCC9XjQD4","2017-08-23","hk"
"193","In the Name of Love","Martin Garrix","1456","https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L","2017-08-23","hk"
"194","可惜我是水瓶座","Miriam Yeung","1449","https://open.spotify.com/track/47R2oj0WVDuNv4M3x3WHI6","2017-08-23","hk"
"195","Side To Side","Ariana Grande","1447","https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz","2017-08-23","hk"
"196","Solo Dance","Martin Jensen","1447","https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN","2017-08-23","hk"
"197","傳聞","Pakho Chau","1443","https://open.spotify.com/track/0nJx06quWzRoqStpsyv4fe","2017-08-23","hk"
"198","I'm Yours","Jason Mraz","1432","https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW","2017-08-23","hk"
"199","七友","Edmond Leung","1424","https://open.spotify.com/track/3MooAR0niDCEgMVd1UdPjG","2017-08-23","hk"
"200","十年","Eason Chan","1422","https://open.spotify.com/track/25pWemriUQVrZ3yIiS2IBf","2017-08-23","hk"
"1","Friends (with BloodPop®)","Justin Bieber","15508","https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz","2017-08-24","hk"
"2","Despacito - Remix","Luis Fonsi","15285","https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb","2017-08-24","hk"
"3","Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson","13571","https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6","2017-08-24","hk"
"4","Havana","Camila Cabello","11470","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-08-24","hk"
"5","Attention","Charlie Puth","11112","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2017-08-24","hk"
"6","Shape of You","Ed Sheeran","11102","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-08-24","hk"
"7","New Rules","Dua Lipa","10651","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-08-24","hk"
"8","2U (feat. Justin Bieber)","David Guetta","10630","https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M","2017-08-24","hk"
"9","Feels","Calvin Harris","10386","https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke","2017-08-24","hk"
"10","Sorry Not Sorry","Demi Lovato","10327","https://open.spotify.com/track/25C5CowdsfXld2jJanbiex","2017-08-24","hk"
"11","Strip That Down","Liam Payne","9906","https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ","2017-08-24","hk"
